,Title,Artist,Album,Popularity,Play Count,Track URL,Acousticness,Danceability,Loudness,Valence,Energy,Liveness,Tempo,Explicit,Instrumentalness,Duration (ms),Genres,Sub_Genre,Main Genre,Release Year
98,The Little White Cloud That Cried,Johnnie Ray,16 Most Requested Songs,29,16,https://open.spotify.com/track/3Z0PGLxK7iNftaG0qlhW4V,0.968,0.46,-19.235,0.264,0.0206,0.144,131.701,False,3.21e-05,133933,"['adult standards', 'deep adult standards', 'rock-and-roll']",deep adult standards,Alternative,1951
99,Singin' In The Rain,Gene Kelly,Singin' in the Rain (Original Motion Picture Soundtrack),56,12,https://open.spotify.com/track/5U3MkUWTpzj37A33GboDtv,0.889,0.354,-13.811,0.408,0.241,0.165,135.646,False,0.000274,294067,"['adult standards', 'vintage hollywood']",vintage hollywood,Soundtrack,1952
100,Lawdy Miss Clawdy,Lloyd Price,Mr Personality,0,27,https://open.spotify.com/track/7KfvtCQWRgFe83LT8qDPJe,0.799,0.439,-4.847,0.842,0.859,0.278,131.657,False,0.786,108827,"['doo-wop', 'louisiana blues', 'memphis blues', 'new orleans blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",louisiana blues,Blues,1952
101,Jambalaya (On The Bayou),Drifting Cowboys,The Complete Hank Williams,51,225,https://open.spotify.com/track/2KJOfVTxWkbtRMGByeEQ7V,0.706,0.526,-10.694,0.886,0.291,0.0651,164.02,False,0.0,172133,"['country', 'honky tonk', 'traditional country', 'yodeling']",honky tonk,Country,1952
102,Have Mercy Baby,Billy Ward,After Hours: The King Records Story - Volume 1 (Original King Records Recordings),5,25,https://open.spotify.com/track/6rx4dG09gLYCCIN8rqEBng,0.57,0.544,-6.824,0.715,0.694,0.18,142.569,False,2.27e-06,144280,['vocal harmony group'],vocal harmony group,Easy Listening,1952
103,One Mint Julep - 2007 Remaster,The Clovers,Down In The Alley: The Best Of The Clovers,43,21,https://open.spotify.com/track/2C7A6Q8Im35rnZaOdt5jr8,0.755,0.719,-15.223,0.774,0.239,0.122,106.409,False,0.0,150067,"['doo-wop', 'rhythm and blues', 'rock-and-roll']",rhythm and blues,R&B,1952
104,Night Train,Jimmy Forrest,Night Train,31,17,https://open.spotify.com/track/21qi2RxDfFjKBqsVdu64w7,0.793,0.585,-15.961,0.846,0.377,0.108,79.654,False,0.614,179440,['jazz saxophone'],jazz saxophone,Jazz,1952
105,My Song,Johnny Ace & The Beale Streeters,The Complete Duke Recordings,14,20,https://open.spotify.com/track/0q0QFsShm4sigtRpnG7jgF,0.99,0.476,-9.616,0.476,0.27,0.122,104.103,False,0.0019,179227,"['doo-wop', 'rhythm and blues']",rhythm and blues,R&B,1952
106,Goin' Home,Fats Domino,Fats Domino Swings,26,12,https://open.spotify.com/track/2kIIjGyQNfYOeSVZRHK3sd,0.714,0.359,-9.358,0.469,0.574,0.123,93.279,False,3.78e-05,136240,"['louisiana blues', 'new orleans blues', 'piano blues', 'rock-and-roll', 'rockabilly']",new orleans blues,Blues,1952
107,Moody's Mood for Love,King Pleasure,Golden Days,35,9,https://open.spotify.com/track/6N1ufH5NNP5yQaNF1fZwq9,0.784,0.548,-12.549,0.514,0.211,0.271,104.944,False,0.0,178774,[],vocal jazz,Jazz,1952
108,Juke,Little Walter,The Essential Little Walter,53,46,https://open.spotify.com/track/57W5o6ojTFtydDMZ0mDDB3,0.751,0.566,-10.33,0.643,0.657,0.156,145.359,False,0.896,164893,"['blues', 'chicago blues', 'harmonica blues', 'louisiana blues', 'traditional blues']",chicago blues,Blues,1952
109,"Baby, Don't Do It","The ""5"" Royales",All Righty! (The Apollo Recordings 1951-1955),19,29,https://open.spotify.com/track/6Tit6k7H1nlApI3CUeQNXc,0.831,0.407,-8.194,0.536,0.507,0.139,85.763,False,0.0,165440,"['doo-wop', 'rhythm and blues']",rhythm and blues,R&B,1952
