,Title,Artist,Album,Popularity,Play Count,Track URL,Acousticness,Danceability,Loudness,Valence,Energy,Liveness,Tempo,Explicit,Instrumentalness,Duration (ms),Genres,Sub_Genre,Main Genre,Release Year
588,Junior’s Farm,Wings,Wings Greatest,43,12,https://open.spotify.com/track/3aQtUiTNMhXEqsLyUUF9Ju,0.0203,0.524,-7.117,0.525,0.824,0.111,132.103,False,0.000253,263560,"album rock, beatlesque, classic rock, folk rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",beatlesque,Rock,1975
589,Moonlighting,Leo Sayer,Another Year,43,10,https://open.spotify.com/track/6GOTL6XgV6eiDTBsKIhzc9,0.117,0.789,-8.099,0.956,0.665,0.0391,128.217,False,0.0,253653,"mellow gold, soft rock",soft rock,Pop,1975
590,Hurt so Good,Susan Cadogan,Hurt so Good (Bonus Track Edition),43,20,https://open.spotify.com/track/6lgm4GD3ELYMdchoN1I1AB,0.202,0.796,-6.365,0.856,0.59,0.0752,145.496,False,3.42e-06,185093,"early reggae, lovers rock, rocksteady",lovers rock,Reggae,1975
591,Hold Me Close,David Essex,ALL THE FUN OF THE FAIR,43,10,https://open.spotify.com/track/0p57RyGtnyrije5NAY1WHV,0.628,0.598,-6.369,0.727,0.631,0.394,128.116,False,0.0,232693,glam rock,glam rock,Rock,1975
592,"Fight the Power, Pts. 1 & 2",The Isley Brothers,The Heat Is On,42,7,https://open.spotify.com/track/5idtcCtrCgNywqssGXGXTU,0.121,0.793,-7.449,0.83,0.786,0.0673,126.548,False,0.0187,319920,"classic soul, funk, motown, quiet storm, soul",funk,Funk,1975
593,Feelings ,Morris Albert,Morris Albert: Feelings Of Love,42,12,https://open.spotify.com/track/6DRjlgLTQPZ2dQIRIs7b0U,0.477,0.322,-11.771,0.248,0.353,0.36,80.705,False,4.52e-06,218853,soft rock,soft rock,Pop,1975
594,Happy To Be On An Island In The Sun,Demis Roussos,Demis Roussos - Greatest Hits (1971 - 1980),42,16,https://open.spotify.com/track/1SGnp965ZNK6qHfe2jeYdj,0.7,0.564,-14.266,0.616,0.423,0.116,112.069,False,0.0,187693,soft rock,soft rock,Pop,1975
595,Bad Time,Grand Funk Railroad,Greatest Hits: Grand Funk Railroad (Remastered),42,14,https://open.spotify.com/track/5h2XR7VWvJ7jPhbvCyuYee,0.228,0.56,-3.72,0.899,0.916,0.0969,125.019,False,0.0,176280,"album rock, blues rock, classic rock, country rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",blues rock,Rock,1975
596,January,Pilot,Second Flight,42,12,https://open.spotify.com/track/37ncw2kChEJzbmmKMzGAoE,0.157,0.664,-5.684,0.917,0.807,0.0788,125.295,False,0.0,211920,"classic uk pop, glam rock",glam rock,Rock,1975
597,I Only Have Eyes for You,Art Garfunkel,Breakaway,41,10,https://open.spotify.com/track/6R9IbOTdjLU1za9B2tN5Jo,0.732,0.158,-16.295,0.077,0.174,0.125,179.26,False,3.03e-05,219120,"folk, folk rock, mellow gold, soft rock",folk rock,Rock,1975
598,This Old Heart of Mine ,Rod Stewart,Atlantic Crossing,41,10,https://open.spotify.com/track/3Fq5ppF5r5ZvxaNOQNtLW5,0.604,0.622,-10.521,0.838,0.543,0.252,98.821,False,0.263,245293,"mellow gold, soft rock",soft rock,Pop,1975
599,It Only Takes A Minute ,Tavares,Anthology,41,31,https://open.spotify.com/track/5DEy8wVNCdJdAGNsOWxmVQ,0.167,0.649,-8.43,0.972,0.7,0.382,122.697,False,6.86e-05,243240,"disco, motown, quiet storm",motown,R&B,1975
600,Don't Go Breaking My Heart,Elton John  & Kiki Dee,Rock Of The Westies,83,10,https://open.spotify.com/track/7HW5WIw7ZgZORCzUxv5gW5,0.149,0.729,-8.824,0.777,0.844,0.0604,131.459,False,2.87e-06,275440,"glam rock, mellow gold, piano rock, rock",mellow gold,Pop,1976
601,Play That Funky Music,Wild Cherry,Wild Cherry,75,9,https://open.spotify.com/track/5uuJruktM9fMdN9Va0DUMl,0.0435,0.814,-12.068,0.933,0.672,0.061,109.394,False,0.0,300000,"disco, funk rock",funk rock,Rock,1976
602,Love Hurts,Nazareth,Hair Of The Dog,63,8,https://open.spotify.com/track/1i5oEx2vFczQ2sCY3c6Kn5,0.00596,0.485,-11.853,0.138,0.328,0.325,79.766,False,0.0032,233133,"album rock, classic rock, glam metal, hard rock, rock",classic rock,Rock,1976
603,Dancing Queen,ABBA,Arrival,88,12,https://open.spotify.com/track/0GjEhVFGZW8afUYGChu3Rr,0.358,0.543,-6.514,0.754,0.87,0.792,100.804,False,0.000939,230400,"europop, swedish pop",swedish pop,Pop,1976
604,You Should Be Dancing,Bee Gees,The Ultimate Bee Gees,65,40,https://open.spotify.com/track/4T5Y25pWs2pVZVcFIqFuf8,0.0283,0.704,-6.521,0.96,0.852,0.625,122.969,False,0.352,256453,"disco, mellow gold, soft rock",mellow gold,Pop,1976
605,If You Leave Me Now,Chicago,Chicago X,80,13,https://open.spotify.com/track/0KMGxYKeUzK9wc5DZCt3HT,0.0197,0.434,-6.784,0.275,0.563,0.128,104.183,False,0.000824,235373,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",classic rock,Rock,1976
606,"December, 1963 (Oh What a Night!)",The Four Seasons,Who Loves You,80,8,https://open.spotify.com/track/1hQFF33xi8ruavZNyovtUN,0.0588,0.737,-13.489,0.967,0.495,0.0542,104.409,False,9.12e-06,197147,"adult standards, bubblegum pop, doo-wop, lounge, northern soul, rock-and-roll, rockabilly",bubblegum pop,Pop,1976
607,Dream On,Frankie Valli & The Four Seasons,Aerosmith,87,8,https://open.spotify.com/track/1xsYj84j7hUDDnTTerGWlH,0.397,0.392,-7.583,0.234,0.476,0.309,78.031,False,0.000163,267597,"album rock, classic rock, hard rock, rock",classic rock,Rock,1976
